city,city_ascii,state_id,state_name,county_name,lat,lng,ranking,id
Kingvale,Kingvale,CA,California,Nevada,39.3204,-120.4387,3,1840026653
Basco,Basco,IL,Illinois,Hancock,40.3278,-91.1996,3,1840012101
Petroleum,Petroleum,IN,Indiana,Wells,40.6114,-85.1508,4,1840055392
Westwood,Westwood,IA,Iowa,Henry,40.965,-91.6266,3,1840010314
Allison,Allison,TX,Texas,Wheeler,35.612,-100.1115,3,1840036360
Tindall,Tindall,MO,Missouri,Grundy,40.1609,-93.6096,3,1840010492
Gum Springs,Gum Springs,AR,Arkansas,Clark,34.0639,-93.0957,3,1840016692
Blaine,Blaine,KY,Kentucky,Lawrence,38.0272,-82.8413,3,1840013211
Hillisburg,Hillisburg,IN,Indiana,Clinton,40.2864,-86.3392,4,1840056003
Plano,Plano,IA,Iowa,Appanoose,40.7555,-93.0469,3,1840009397
Alcova,Alcova,WY,Wyoming,Natrona,42.5543,-106.7263,3,1840017445
Gaylord,Gaylord,KS,Kansas,Smith,39.6463,-98.8473,3,1840008410
Dotyville,Dotyville,OK,Oklahoma,Ottawa,36.8515,-94.9098,3,1840018982
Dora,Dora,AR,Arkansas,Crawford,35.4628,-94.4297,3,1840039311
Buckeye,Buckeye,IA,Iowa,Hardin,42.4195,-93.3758,3,1840006959
E. Lopez,E. Lopez,TX,Texas,Starr,26.3087,-98.6379,3,1840040700
Rock Point,Rock Point,MD,Maryland,Charles,38.2754,-76.8428,3,1840024648
Parkerville,Parkerville,KS,Kansas,Morris,38.7638,-96.6615,3,1840009774
Primrose,Primrose,AK,Alaska,Kenai Peninsula,60.3497,-149.3199,3,1840137265
Dixon,Dixon,NE,Nebraska,Dixon,42.4155,-96.9948,3,1840011095
Lyons,Lyons,SD,South Dakota,Minnehaha,43.7249,-96.8662,3,1840107819
Belmar,Belmar,NE,Nebraska,Keith,41.3055,-101.9347,3,1840024159
San Cristobal,San Cristobal,NM,New Mexico,Taos,36.6101,-105.6319,3,1840026911
Hagarville,Hagarville,AR,Arkansas,Johnson,35.5151,-93.3335,3,1840025805
St. Clement,St. Clement,MO,Missouri,Pike,39.2829,-91.2098,3,1840026644
Wiota,Wiota,IA,Iowa,Cass,41.4007,-94.8872,3,1840010266
Struble,Struble,IA,Iowa,Plymouth,42.8944,-96.1946,3,1840009070
Interlaken,Interlaken,UT,Utah,Wasatch,40.5413,-111.4749,3,1840037255
Norwich,Norwich,OH,Ohio,Muskingum,39.9844,-81.7925,3,1840012395
Westdale,Westdale,TX,Texas,Jim Wells,27.9657,-97.9937,3,1840037086
Grayson,Grayson,MO,Missouri,Clinton,39.5343,-94.5619,3,1840032137
Yale,Yale,IL,Illinois,Jasper,39.1203,-88.0246,3,1840012762
Cowan,Cowan,IN,Indiana,Delaware,40.1059,-85.3886,4,1840054523
Shelltown,Shelltown,PA,Pennsylvania,Blair,40.4568,-78.2066,3,1840101221
Volant,Volant,PA,Pennsylvania,Lawrence,41.1132,-80.2589,3,1840000941
Rives,Rives,MO,Missouri,Dunklin,36.0945,-90.0115,3,1840010902
Scircleville,Scircleville,IN,Indiana,Clinton,40.2875,-86.3,4,1840055586
Fairview,Fairview,IN,Indiana,Randolph,40.2976,-85.1962,4,1840001581
Eggleston,Eggleston,VA,Virginia,Giles,37.2871,-80.6227,3,1840037360
Camden,Camden,IL,Illinois,Schuyler,40.1529,-90.7733,3,1840010483
Wiota,Wiota,WI,Wisconsin,Lafayette,42.6368,-89.9493,3,1840038054
Burtrum,Burtrum,MN,Minnesota,Todd,45.8658,-94.6874,3,1840006664
Guilford,Guilford,MO,Missouri,Nodaway,40.1685,-94.7358,3,1840010417
Huson,Huson,MT,Montana,Missoula,47.0325,-114.34,3,1840023813
Springerton,Springerton,IL,Illinois,White,38.1786,-88.3548,3,1840012928
Stone Lake,Stone Lake,WI,Wisconsin,Washburn,45.8445,-91.5502,3,1840025282
Goodridge,Goodridge,MN,Minnesota,Pennington,48.1442,-95.8039,3,1840007709
Erin Springs,Erin Springs,OK,Oklahoma,Garvin,34.8112,-97.6056,3,1840021857
Melmore,Melmore,OH,Ohio,Seneca,41.0262,-83.105,3,1840026352
Summit,Summit,OK,Oklahoma,Muskogee,35.6694,-95.4208,3,1840022721
Paradise Hill,Paradise Hill,OK,Oklahoma,Sequoyah,35.6137,-95.0703,3,1840022739
Deer Creek,Deer Creek,OK,Oklahoma,Grant,36.8068,-97.5195,3,1840021602
Pontotoc,Pontotoc,OK,Oklahoma,Johnston,34.4888,-96.629,3,1840096491
St. George,St. George,WV,West Virginia,Tucker,39.1662,-79.6987,3,1840038206
Dazey,Dazey,ND,North Dakota,Barnes,47.1883,-98.2007,3,1840000161
Adeline,Adeline,IL,Illinois,Ogle,42.1406,-89.4919,3,1840010138
Pascola,Pascola,MO,Missouri,Pemiscot,36.2672,-89.8258,3,1840013066
Westport,Westport,SD,South Dakota,Brown,45.6478,-98.4981,3,1840002031
Livonia,Livonia,IN,Indiana,Washington,38.5549,-86.2777,3,1840009793
Twilight,Twilight,WV,West Virginia,Boone,37.9252,-81.6176,3,1840038182
Egeland,Egeland,ND,North Dakota,Towner,48.6281,-99.098,3,1840000019
Hanna,Hanna,OK,Oklahoma,McIntosh,35.2022,-95.8896,3,1840021761
Whitharral,Whitharral,TX,Texas,Hockley,33.7391,-102.3278,3,1840036612
Trail Side,Trail Side,CO,Colorado,Morgan,40.249,-103.8432,4,1840038822
Adamsville,Adamsville,PA,Pennsylvania,Crawford,41.5111,-80.3716,3,1840004802
Galesburg,Galesburg,KS,Kansas,Neosho,37.4721,-95.3563,3,1840008723
McGrew,McGrew,NE,Nebraska,Scotts Bluff,41.7477,-103.4177,3,1840011394
B and E,B and E,TX,Texas,Starr,26.3565,-98.7537,3,1840037128
Cooke City,Cooke City,MT,Montana,Park,45.0187,-109.9119,3,1840023883
Nicasio,Nicasio,CA,California,Marin,38.0606,-122.7008,3,1840026766
McBride,McBride,OK,Oklahoma,Marshall,33.9339,-96.6352,3,1840034466
Deer Park,Deer Park,AL,Alabama,Washington,31.2198,-88.3226,3,1840025956
Clappertown,Clappertown,PA,Pennsylvania,Blair,40.4029,-78.2779,3,1840098817
Cornwall,Cornwall,CT,Connecticut,Northwest Hills,41.8443,-73.3327,3,1840153081
Gibson Flats,Gibson Flats,MT,Montana,Cascade,47.464,-111.2404,3,1840023804
Tamassee,Tamassee,SC,South Carolina,Oconee,34.8812,-83.0175,3,1840107730
Coyanosa,Coyanosa,TX,Texas,Pecos,31.2409,-103.0648,3,1840018182
Center Point,Center Point,AR,Arkansas,Howard,34.0318,-93.9511,3,1840040361
Ponshewaing,Ponshewaing,MI,Michigan,Emmet,45.4208,-84.806,3,1840025188
Longview,Longview,IL,Illinois,Champaign,39.8859,-88.0662,3,1840012222
Bowring,Bowring,OK,Oklahoma,Osage,36.879,-96.1202,3,1840034418
Argonne,Argonne,WI,Wisconsin,Forest,45.6582,-88.8777,3,1840025284
Rutland,Rutland,ND,North Dakota,Sargent,46.0543,-97.5068,3,1840001985
Alleene,Alleene,AR,Arkansas,Little River,33.7648,-94.2622,3,1840003901
Peck,Peck,KS,Kansas,Sedgwick,37.4777,-97.3695,3,1840030104
Hamilton,Hamilton,IA,Iowa,Marion,41.1705,-92.9041,3,1840007115
Calvary,Calvary,GA,Georgia,Grady,30.7224,-84.3541,3,1840025988
Fowler,Fowler,IL,Illinois,Adams,40.0088,-91.2578,3,1840051223
Smiths Ferry,Smiths Ferry,ID,Idaho,Valley,44.299,-116.0783,3,1840023912
Wawaka,Wawaka,IN,Indiana,Noble,41.457,-85.4822,4,1840055849
Dell City,Dell City,TX,Texas,Hudspeth,31.9349,-105.1998,3,1840019522
Buchanan,Buchanan,ND,North Dakota,Stutsman,47.0626,-98.829,3,1840000152
Kasaan,Kasaan,AK,Alaska,Prince of Wales-Hyder,55.5572,-132.4136,3,1840023522
Cañones,Canones,NM,New Mexico,Rio Arriba,36.1768,-106.4244,3,1840024822
Manassas,Manassas,GA,Georgia,Tattnall,32.1603,-82.02,3,1840015822
Sylvarena,Sylvarena,MS,Mississippi,Smith,32.0144,-89.3818,3,1840018133
Wanda,Wanda,MN,Minnesota,Redwood,44.3148,-95.2131,3,1840010018
Kathryn,Kathryn,ND,North Dakota,Barnes,46.6812,-97.9704,3,1840000163
Littlefield,Littlefield,AZ,Arizona,Mohave,36.8659,-113.936,3,1840023180
Schuyler Lake,Schuyler Lake,NY,New York,Otsego,42.7786,-75.0335,3,1840033955
Stonyford,Stonyford,CA,California,Colusa,39.3695,-122.5438,3,1840024472
Danville,Danville,WA,Washington,Ferry,48.9938,-118.5068,3,1840037761
Scottville,Scottville,IL,Illinois,Macoupin,39.4777,-90.1038,3,1840012661
Cottonwood,Cottonwood,SD,South Dakota,Jackson,43.9657,-101.9021,3,1840000334
Miami,Miami,MO,Missouri,Saline,39.3224,-93.2258,3,1840008510
Slana,Slana,AK,Alaska,Copper River,62.6294,-143.567,3,1840023399
Stanley,Stanley,IA,Iowa,Buchanan,42.6419,-91.8122,3,1840009102
Macksburg,Macksburg,IA,Iowa,Madison,41.2147,-94.1851,3,1840009288
Valmont,Valmont,CO,Colorado,Boulder,40.0341,-105.2058,3,1840024350
Florence,Florence,IN,Indiana,Switzerland,38.7837,-84.9236,3,1840025646
McDougal,McDougal,AR,Arkansas,Clay,36.4365,-90.3907,3,1840016086
Marietta,Marietta,IL,Illinois,Fulton,40.4995,-90.3931,3,1840012016
Lumberton,Lumberton,NM,New Mexico,Rio Arriba,36.9328,-106.9352,3,1840024839
Beaver Bay,Beaver Bay,MN,Minnesota,Lake,47.2563,-91.3065,3,1840006602
Palo Verde,Palo Verde,CA,California,Imperial,33.4278,-114.7272,3,1840019373
Gerty,Gerty,OK,Oklahoma,Hughes,34.8357,-96.2889,3,1840021818
Tumacacori-Carmen,Tumacacori-Carmen,AZ,Arizona,Santa Cruz,31.5771,-111.0468,4,1840074659
Orrtanna,Orrtanna,PA,Pennsylvania,Adams,39.8459,-77.3594,3,1840005546
Washita,Washita,OK,Oklahoma,Caddo,35.1043,-98.3414,3,1840096543
Downey,Downey,IA,Iowa,Cedar,41.612,-91.3472,3,1840003340
Dawn,Dawn,MO,Missouri,Livingston,39.6713,-93.6341,3,1840025586
Uniontown,Uniontown,AR,Arkansas,Crawford,35.5853,-94.4469,3,1840001757
Martin,Martin,NE,Nebraska,Keith,41.2581,-101.7091,3,1840024162
Defiance,Defiance,MO,Missouri,St. Charles,38.6327,-90.7846,3,1840024597
Powhattan,Powhattan,KS,Kansas,Brown,39.7619,-95.6342,3,1840009512
Fleming,Fleming,MO,Missouri,Ray,39.1956,-94.0524,3,1840008486
Bache,Bache,OK,Oklahoma,Pittsburg,34.8942,-95.6506,3,1840140982
Viola,Viola,DE,Delaware,Kent,39.0429,-75.5715,3,1840003807
Vining,Vining,IA,Iowa,Tama,41.991,-92.3873,3,1840010129
Loma,Loma,MT,Montana,Chouteau,47.9511,-110.4887,3,1840017321
Kincaid,Kincaid,KS,Kansas,Anderson,38.0812,-95.1554,3,1840008664
Simpson,Simpson,KS,Kansas,Mitchell,39.386,-97.934,3,1840009581
Chester,Chester,AR,Arkansas,Crawford,35.6778,-94.1778,3,1840016300
Seeley,Seeley,NJ,New Jersey,Cumberland,39.4852,-75.2455,3,1840081333
Claremont,Claremont,SD,South Dakota,Brown,45.6719,-98.0157,3,1840000261
Chelsea,Chelsea,WI,Wisconsin,Taylor,45.2927,-90.3054,3,1840025307
Tennant,Tennant,CA,California,Siskiyou,41.5822,-121.913,3,1840018695
Quinn,Quinn,SD,South Dakota,Pennington,43.9866,-102.1264,3,1840002519
Collyer,Collyer,KS,Kansas,Trego,39.0372,-100.1184,3,1840007414
Duncan,Duncan,IA,Iowa,Hancock,43.1052,-93.7059,3,1840024053
Crook,Crook,CO,Colorado,Logan,40.859,-102.8013,3,1840021378
Burns City,Burns City,IN,Indiana,Martin,38.8203,-86.8926,3,1840024608
Garrett,Garrett,IL,Illinois,Douglas,39.7973,-88.4247,3,1840012509
Mayfield,Mayfield,KS,Kansas,Sumner,37.2632,-97.5404,3,1840008747
Bruceton Mills,Bruceton Mills,WV,West Virginia,Preston,39.6594,-79.6406,3,1840005654
Beltrami,Beltrami,MN,Minnesota,Polk,47.5425,-96.527,3,1840006605
New Freeport,New Freeport,PA,Pennsylvania,Greene,39.7597,-80.4286,3,1840026590
Claire City,Claire City,SD,South Dakota,Roberts,45.8566,-97.1035,3,1840000263
Hazel Run,Hazel Run,MN,Minnesota,Yellow Medicine,44.7484,-95.7165,3,1840006765
Tallapoosa,Tallapoosa,MO,Missouri,New Madrid,36.5061,-89.817,3,1840009940
Promise City,Promise City,IA,Iowa,Wayne,40.7474,-93.1498,3,1840009396
Fulton,Fulton,SD,South Dakota,Hanson,43.7288,-97.8226,3,1840002646
Darfur,Darfur,MN,Minnesota,Watonwan,44.0535,-94.8378,3,1840006815
Peach Orchard,Peach Orchard,AR,Arkansas,Clay,36.2812,-90.6608,3,1840014456
Bentley,Bentley,OK,Oklahoma,Atoka,34.2174,-96.0797,3,1840096364
Emington,Emington,IL,Illinois,Livingston,40.9693,-88.3578,3,1840011784
Maples,Maples,IN,Indiana,Allen,41.0128,-84.9691,4,1840055119
Woodward,Woodward,PA,Pennsylvania,Centre,40.8997,-77.3472,3,1840005169
Mount Bullion,Mount Bullion,CA,California,Mariposa,37.5082,-120.0437,3,1840140327
Oto,Oto,IA,Iowa,Woodbury,42.2821,-95.8944,3,1840009108
Willington,Willington,SC,South Carolina,McCormick,33.9687,-82.4576,3,1840013692
Box Canyon,Box Canyon,TX,Texas,Val Verde,29.5335,-101.1586,4,1840040654
Piedmont,Piedmont,KS,Kansas,Greenwood,37.6206,-96.3708,3,1840030209
Harrison City,Harrison City,PA,Pennsylvania,Westmoreland,40.3547,-79.6502,3,1840005387
Corona,Corona,SD,South Dakota,Roberts,45.3352,-96.7646,3,1840000264
Ozan,Ozan,AR,Arkansas,Hempstead,33.848,-93.7203,3,1840016763
Sheppards Mill,Sheppards Mill,NJ,New Jersey,Cumberland,39.4124,-75.3136,3,1840081343
Gramling,Gramling,SC,South Carolina,Spartanburg,35.0782,-82.1332,3,1840026963
Guion,Guion,AR,Arkansas,Izard,35.9269,-91.9389,3,1840016128
Lasana,Lasana,TX,Texas,Cameron,26.2585,-97.695,3,1840037055
Deer,Deer,AR,Arkansas,Newton,35.8238,-93.223,3,1840027815
Earl,Earl,OK,Oklahoma,Johnston,34.2033,-96.8893,3,1840096403
Echo,Echo,UT,Utah,Summit,40.9803,-111.4393,3,1840024183
Ringgold,Ringgold,MD,Maryland,Washington,39.7092,-77.5688,3,1840024410
Pax,Pax,WV,West Virginia,Fayette,37.9098,-81.2648,3,1840006301
North Blenheim,North Blenheim,NY,New York,Schoharie,42.4718,-74.4525,3,1840084733
Olive,Olive,OK,Oklahoma,Creek,36.0225,-96.4766,3,1840096479
Lake Sumner,Lake Sumner,NM,New Mexico,De Baca,34.6186,-104.3801,3,1840033712
New Pine Creek,New Pine Creek,CA,California,Modoc,41.9872,-120.3009,3,1840137757
Pierpoint,Pierpoint,CA,California,Tulare,36.1405,-118.6296,4,1840042288
Wellfleet,Wellfleet,NE,Nebraska,Lincoln,40.7539,-100.7319,3,1840011653
Elba,Elba,MN,Minnesota,Winona,44.0867,-92.0169,3,1840007919
Snowville,Snowville,VA,Virginia,Pulaski,37.026,-80.5739,3,1840024805
Dales,Dales,CA,California,Tehama,40.3155,-122.0604,3,1840045855
Wheaton,Wheaton,KS,Kansas,Pottawatomie,39.502,-96.3189,3,1840010636
Puzzletown,Puzzletown,PA,Pennsylvania,Blair,40.3794,-78.4915,3,1840100924
Carpenter,Carpenter,IA,Iowa,Mitchell,43.4151,-93.0172,3,1840006856
Reliance,Reliance,WY,Wyoming,Sweetwater,41.6682,-109.1977,3,1840018692
Ledyard,Ledyard,IA,Iowa,Kossuth,43.4192,-94.1593,3,1840007958
Branchville,Branchville,CT,Connecticut,Western Connecticut,41.268,-73.4433,3,1840027298
Peak,Peak,SC,South Carolina,Newberry,34.2363,-81.3288,3,1840016634
Goldville,Goldville,AL,Alabama,Tallapoosa,33.0842,-85.7831,4,1840006026
Spelter,Spelter,WV,West Virginia,Harrison,39.3432,-80.3163,3,1840025615
Arkoe,Arkoe,MO,Missouri,Nodaway,40.2594,-94.8279,3,1840010418
Mulkeytown,Mulkeytown,IL,Illinois,Franklin,37.9721,-89.1112,3,1840025691
Weitchpec,Weitchpec,CA,California,Humboldt,41.1969,-123.6939,3,1840130823
Acton,Acton,MT,Montana,Yellowstone,45.929,-108.6788,3,1840032781
Pleasant Plain,Pleasant Plain,IA,Iowa,Jefferson,41.1472,-91.8596,3,1840009335
Scotland,Scotland,IN,Indiana,Greene,38.9091,-86.9047,3,1840024533
Dimock,Dimock,SD,South Dakota,Hutchinson,43.4764,-97.9888,3,1840000359
Harmon,Harmon,IL,Illinois,Lee,41.7194,-89.556,3,1840011427
Sardis,Sardis,KY,Kentucky,Mason,38.5348,-83.9573,3,1840015181
Lebanon,Lebanon,NE,Nebraska,Red Willow,40.0487,-100.2761,3,1840012293
Mason,Mason,WI,Wisconsin,Bayfield,46.4355,-91.0599,3,1840003915
Fairfield,Fairfield,UT,Utah,Utah,40.2462,-112.0842,3,1840021401
Glen Lyn,Glen Lyn,VA,Virginia,Giles,37.3727,-80.858,3,1840006431
St. Xavier,St. Xavier,MT,Montana,Big Horn,45.457,-107.725,3,1840018532
Arispe,Arispe,IA,Iowa,Union,40.9484,-94.2192,3,1840007160
Bickleton,Bickleton,WA,Washington,Klickitat,46.0056,-120.3081,3,1840017400
Los Altos,Los Altos,TX,Texas,Webb,27.4904,-99.3858,3,1840037112
Jamestown,Jamestown,SC,South Carolina,Berkeley,33.2858,-79.6945,3,1840016862
Kildare,Kildare,OK,Oklahoma,Kay,36.8085,-97.0499,3,1840021615
Burchard,Burchard,NE,Nebraska,Pawnee,40.1493,-96.3488,3,1840010493
Clarks Hill,Clarks Hill,SC,South Carolina,McCormick,33.6582,-82.166,3,1840013691
Lost Springs,Lost Springs,KS,Kansas,Marion,38.5665,-96.9658,3,1840009660
Weatherby,Weatherby,MO,Missouri,DeKalb,39.9093,-94.2419,3,1840010541
Happys Inn,Happys Inn,MT,Montana,Lincoln,48.0638,-115.135,3,1840023745
Reightown,Reightown,PA,Pennsylvania,Blair,40.6021,-78.3441,3,1840100981
Princeton,Princeton,SC,South Carolina,Laurens,34.4913,-82.2958,3,1840013586
Lebanon,Lebanon,SD,South Dakota,Potter,45.0688,-99.7664,3,1840002116
Felt,Felt,OK,Oklahoma,Cimarron,36.5633,-102.795,3,1840026903
Amistad,Amistad,TX,Texas,Val Verde,29.5245,-101.1531,4,1840036161
McDermitt,McDermitt,NV,Nevada,Humboldt,41.9903,-117.7209,3,1840017479
Burbank,Burbank,SD,South Dakota,Clay,42.7461,-96.8326,3,1840035967
California Junction,California Junction,IA,Iowa,Harrison,41.5601,-95.9947,3,1840024132
Rail Road Flat,Rail Road Flat,CA,California,Calaveras,38.3246,-120.5169,3,1840018866
Moclips,Moclips,WA,Washington,Grays Harbor,47.2348,-124.2024,3,1840018442
Monument,Monument,KS,Kansas,Logan,39.1049,-101.0079,3,1840058244
Strawn,Strawn,IL,Illinois,Livingston,40.6537,-88.3999,3,1840011789
Pataha,Pataha,WA,Washington,Garfield,46.4727,-117.5445,3,1840037699
Ireland,Ireland,IN,Indiana,Dubois,38.4148,-86.9994,4,1840054946
Babcock,Babcock,WI,Wisconsin,Wood,44.3044,-90.1076,3,1840025356
Rossie,Rossie,IA,Iowa,Clay,43.0137,-95.1886,3,1840009059
Houghton,Houghton,IA,Iowa,Lee,40.7836,-91.61,3,1840007204
Long Creek,Long Creek,NC,North Carolina,Pender,34.4382,-78.0161,3,1840088474
La Boca,La Boca,NM,New Mexico,San Juan,36.9945,-107.6065,3,1840143889
Gracey,Gracey,KY,Kentucky,Christian,36.8792,-87.6638,3,1840026884
Graysville,Graysville,OH,Ohio,Monroe,39.6633,-81.1746,3,1840012518
Chatsworth,Chatsworth,IA,Iowa,Sioux,42.9163,-96.5145,3,1840006868
Amagon,Amagon,AR,Arkansas,Jackson,35.5631,-91.1093,3,1840015375
Idalia,Idalia,CO,Colorado,Yuma,39.7029,-102.2938,3,1840024318
Mineral,Mineral,CA,California,Tehama,40.3755,-121.5694,3,1840018760
New Middletown,New Middletown,IN,Indiana,Harrison,38.1644,-86.0508,3,1840009826
Moundville,Moundville,MO,Missouri,Vernon,37.7646,-94.451,3,1840009861
Pyatt,Pyatt,AR,Arkansas,Marion,36.2509,-92.8443,3,1840017715
Byron,Byron,NE,Nebraska,Thayer,40.0048,-97.7686,3,1840010472
Havana,Havana,KS,Kansas,Montgomery,37.0921,-95.9418,3,1840007619
Hillsdale,Hillsdale,OK,Oklahoma,Garfield,36.5632,-97.9927,3,1840021649
Amherst,Amherst,CO,Colorado,Phillips,40.6831,-102.1725,3,1840024283
Leeds Point,Leeds Point,NJ,New Jersey,Atlantic,39.4906,-74.4433,3,1840080958
Garfield,Garfield,NM,New Mexico,Doña Ana,32.7569,-107.2665,3,1840025083
Salineño North,Salineno North,TX,Texas,Starr,26.5254,-99.0906,4,1840041486
West Union,West Union,MN,Minnesota,Todd,45.7965,-95.0925,3,1840009982
Encantado,Encantado,NM,New Mexico,Santa Fe,35.7934,-105.9111,4,1840153127
Steele City,Steele City,NE,Nebraska,Jefferson,40.0367,-97.0232,3,1840012291
Donnybrook,Donnybrook,ND,North Dakota,Ward,48.5077,-101.8868,3,1840000049
Zwingle,Zwingle,IA,Iowa,Dubuque,42.2972,-90.6874,3,1840010095
Pacific Beach,Pacific Beach,WA,Washington,Grays Harbor,47.2151,-124.1967,3,1840023817
Williford,Williford,AR,Arkansas,Sharp,36.2518,-91.3605,3,1840016078
Sageville,Sageville,IA,Iowa,Dubuque,42.5493,-90.7062,3,1840009098
Iantha,Iantha,MO,Missouri,Barton,37.515,-94.3994,3,1840139908
Plum Branch,Plum Branch,SC,South Carolina,McCormick,33.8482,-82.2587,3,1840016753
Naples,Naples,SD,South Dakota,Clark,44.7716,-97.5131,3,1840000293
Toronto,Toronto,IA,Iowa,Clinton,41.903,-90.8629,3,1840010160
Sidney,Sidney,IN,Indiana,Kosciusko,41.105,-85.7425,3,1840010278
Tamarack,Tamarack,MN,Minnesota,Aitkin,46.6529,-93.125,3,1840008841
Gentry,Gentry,MO,Missouri,Gentry,40.3326,-94.4233,3,1840012244
Camrose Colony,Camrose Colony,MT,Montana,Toole,48.3116,-111.6118,3,1840145241
Allport,Allport,AR,Arkansas,Lonoke,34.5399,-91.7839,3,1840015503
Fair Oaks,Fair Oaks,OK,Oklahoma,Rogers,36.1611,-95.691,3,1840021699
Yale,Yale,KS,Kansas,Crawford,37.4901,-94.647,3,1840030318
Lake Henry,Lake Henry,MN,Minnesota,Stearns,45.462,-94.7965,3,1840007785
Melia,Melia,NE,Nebraska,Sarpy,41.0971,-96.2768,3,1840078726
Kilkenny,Kilkenny,MN,Minnesota,Le Sueur,44.3151,-93.5741,3,1840007885
Brant Lake,Brant Lake,SD,South Dakota,Lake,43.9308,-96.9436,3,1840035985
White Earth,White Earth,ND,North Dakota,Mountrail,48.3799,-102.7718,3,1840001877
Penntown,Penntown,IN,Indiana,Ripley,39.2701,-85.0975,4,1840055374
Kittrell,Kittrell,NC,North Carolina,Vance,36.2218,-78.4414,3,1840016049
McKinnon,McKinnon,WY,Wyoming,Sweetwater,41.0314,-109.9384,3,1840017464
Pleasantville,Pleasantville,IN,Indiana,Sullivan,38.967,-87.2503,4,1840055422
Amity,Amity,MO,Missouri,DeKalb,39.8682,-94.4352,3,1840010539
Blanco,Blanco,OK,Oklahoma,Pittsburg,34.7507,-95.7736,3,1840034416
Clyde,Clyde,NJ,New Jersey,Somerset,40.4874,-74.5132,3,1840033249
Running Water,Running Water,SD,South Dakota,Bon Homme,42.7822,-97.9816,3,1840025451
Cave Spring,Cave Spring,OK,Oklahoma,Adair,35.7292,-94.7577,5,1840153113
Morse Bluff,Morse Bluff,NE,Nebraska,Saunders,41.431,-96.7666,3,1840011637
Jerome,Jerome,AR,Arkansas,Drew,33.3988,-91.4697,3,1840016812
Whitewater,Whitewater,MO,Missouri,Cape Girardeau,37.2368,-89.7978,3,1840010860
Strandquist,Strandquist,MN,Minnesota,Marshall,48.4894,-96.4479,3,1840008820
Nimrod,Nimrod,MN,Minnesota,Wadena,46.6375,-94.8805,3,1840007735
Foresta,Foresta,CA,California,Mariposa,37.6983,-119.7552,4,1840046409
Saint Charles,Saint Charles,SC,South Carolina,Lee,34.0806,-80.2249,3,1840035747
Powersville,Powersville,MO,Missouri,Putnam,40.5496,-93.3002,3,1840012133
West Middletown,West Middletown,PA,Pennsylvania,Washington,40.2432,-80.4253,3,1840003670
Neville,Neville,OH,Ohio,Clermont,38.8123,-84.2115,3,1840012708
De Graff,De Graff,MN,Minnesota,Swift,45.26,-95.4683,3,1840006729
Cromwell,Cromwell,IA,Iowa,Union,41.0405,-94.4618,3,1840007158
Marrowbone,Marrowbone,KY,Kentucky,Cumberland,36.832,-85.5053,3,1840026923
Mount Olive,Mount Olive,AR,Arkansas,Izard,36.0038,-92.0914,3,1840145505
Knierim,Knierim,IA,Iowa,Calhoun,42.4563,-94.4559,3,1840008074
Santiago,Santiago,WA,Washington,Grays Harbor,47.2975,-124.2327,4,1840042040
Clayton,Clayton,KS,Kansas,Norton,39.7369,-100.1765,3,1840007289
Fidelity,Fidelity,IL,Illinois,Jersey,39.1546,-90.1644,3,1840012714
Naubinway,Naubinway,MI,Michigan,Mackinac,46.0911,-85.4518,3,1840031651
Otway,Otway,OH,Ohio,Scioto,38.8648,-83.188,3,1840012787
Berwyn,Berwyn,NE,Nebraska,Custer,41.3509,-99.5007,3,1840011468
Bridger,Bridger,SD,South Dakota,Ziebach,44.5421,-101.9136,3,1840035858
Union Grove,Union Grove,AL,Alabama,Marshall,34.4025,-86.4483,3,1840016621
Sun Valley,Sun Valley,TX,Texas,Lamar,33.6705,-95.4287,3,1840037020
Pena,Pena,TX,Texas,Starr,26.4155,-98.97,3,1840041420
Kirk,Kirk,CO,Colorado,Yuma,39.6127,-102.592,3,1840024320
Cubero,Cubero,NM,New Mexico,Cibola,35.0904,-107.5261,3,1840024963
Stockton,Stockton,MD,Maryland,Worcester,38.0659,-75.4134,3,1840006254
Gray,Gray,IA,Iowa,Audubon,41.8417,-94.9859,3,1840008165
Comstock,Comstock,MN,Minnesota,Clay,46.6596,-96.7466,3,1840006633
Whiting,Whiting,WY,Wyoming,Platte,42.0089,-104.9711,3,1840038392
Picuris Pueblo,Picuris Pueblo,NM,New Mexico,Taos,36.1995,-105.7133,3,1840019010
Marlboro,Marlboro,NJ,New Jersey,Cumberland,39.486,-75.3215,3,1840153041
Fort Fetter,Fort Fetter,PA,Pennsylvania,Blair,40.4301,-78.4044,3,1840099374
Solen,Solen,ND,North Dakota,Sioux,46.3873,-100.7958,3,1840001968
Point Isabel,Point Isabel,IN,Indiana,Grant,40.4206,-85.8219,3,1840024294
Turner,Turner,MI,Michigan,Arenac,44.1422,-83.7875,3,1840013145
Cow Creek,Cow Creek,SD,South Dakota,Sully,44.5538,-100.4754,4,1840040549
Rover,Rover,AR,Arkansas,Yell,34.9518,-93.409,3,1840027846
Springbrook,Springbrook,WI,Wisconsin,Washburn,45.9469,-91.6889,3,1840038028
Opal,Opal,WY,Wyoming,Lincoln,41.768,-110.3242,3,1840022362
Russellville,Russellville,IL,Illinois,Lawrence,38.8189,-87.53,3,1840012832
Radar Base,Radar Base,TX,Texas,Maverick,28.8568,-100.5336,4,1840073266
